id,location_id,published_date,rating,helpful_votes,text,title,trip_type,travel_date,user.username,user.user_location.name,owner_response.title,owner_response.text,owner_response.author,owner_response.published_date,subratings.0.localized_name,subratings.0.value,subratings.1.localized_name,subratings.1.value,subratings.2.localized_name,subratings.2.value,subratings.3.localized_name,subratings.3.value,subratings.4.localized_name,subratings.4.value,subratings.5.localized_name,subratings.5.value
1029040227,278399,2025-09-06T07:57:42Z,5,0,Great place to stay. Room was very large and well equipped. Staff very friendly and helpful. Parking spaces at the rear are so convenient. The jacuzzi and sauna were so relaxing. Centrally located so short walking distance to shops and bars.,Central Location,Couples,2025-08-31,ellenp667,,Owner response,"Dear Ellen667
Thank you for your feedback and an amazing rating of 5/5. Your kind comments about clean and spacious rooms, great location and helpful team are much appreciated. We're delighted to know that they contributed to a positive experience during your stay. 

Thank you for choosing to stay with us, and we look forward to welcoming you back for another enjoyable stay in the future.
",Katarzyna Grądzka,2025-09-25T06:43:01Z,,,,,,,,,,,,
1028901978,278399,2025-09-05T09:34:55Z,1,0,"I came to eat a delicious Provençal soup and a delicious salad with shrimp. The waiter took the order on the run, offered nothing to drink. I waited 20 min for the soup and didn't get it... during this time the customer who came after me received 2 dishes.... What came out of a delicious dinner was a sense of disappointment and disregard from the staff👎. It's a shame because the food they have is delicious and it's hard to eat better Provençal soup, not only in Bialystok😔😔😔😔 I was 05/09/25. I left not expecting to eat....",Słaba obsługa,Solo travel,2025-09-30,Departure58486761593,,,,,,,,,,,,,,,,,
1021148887,278399,2025-07-27T13:21:27Z,1,0,"I've try to call them 3 times and each time I' ve spend  30 min on the phone and nobody bothered to answe. Hard to communicate,  or  make an changes.",Not nice,Couples,2025-07-31,roman865,,Owner response,"Dear Roman865.
Thank you for your review. I wish we could know more details about your stay. Unfortunately we dont know wheter you stayed at our hotel or just tried to contact with us. We are very sorry that nobody answered the phone. Some days reception agents are very busy with the guests. There are other ways of communication: an email, sms, or massage via booking website. Contact details are available on our website. 
If you wish to share more details about your stay kindly contact us directly. Thank you. ",Katarzyna Grądzka,2025-07-28T09:20:41Z,,,,,,,,,,,,
1033812883,10050636,2025-10-07T10:16:23Z,5,0,"This was my second time in a suite. 100% recommend! 
In fact coming back in July and booked a suite again!
Front desk girls are so great, always welcoming and kind.
Breakfast is delicious. 
ONLY recommendation I have is to have bugger bath towels! 

xox book it !",Just book it! Great hotel!,Family,2025-05-31,monikac145,,,,,,Value,5.0,Rooms,5.0,Location,5.0,Cleanliness,5.0,Service,5.0,Sleep Quality,4.0
1019523151,10050636,2025-07-20T03:03:09Z,4,0,"This hotel is in a great location. Attached to a shopping centre and close to the old town . 
Rooms had more storage than it first appeared. There was no fridge but there was a kettle. The shower was walk in which was good but the water went over the floor . 
Breakfast wasn’t to my taste but there was quite a lot to choose from . Lots of cold cuts and cake.",Good location in Bialystock,Couples,2025-07-31,andream0402,"Melbourne, Victoria",Owner response,"Dear Andream0402, 
That is so nice of you to leave such wonderful feedback about your last stay, our location and service. Many thanks for your appreciation. When you visit next time, please book the Family Suite that is equipped with the small fridge. 
I hope to host you again in the close future. 
Kindest regards
Urszula Markowska-Buwaj/ General Manager
",Beata Nowakowska,2025-07-22T08:51:49Z,,,,,,,,,,,,
972191134,10050636,2024-10-01T15:45:27Z,3,0,"The hotel was easy to find this the parking place is not indicated. I drove at another place, a block beside the hotel.
The elevator has a glass window and you can see outside when going up or down. I am afraid of highs so it was uncomfortable. The floor in the room is extremely noisy. I could hear the neighbours walking continuously. Very disturbing.
Otherwise it seems ok. Shopping center nearby and nice reception. Maybe if I get used to the place I will appreciate it more.",Ok,Solo travel,2024-10-31,GoodMorning11,Sweden,,,,,,,,,,,,,,,,
953043053,10050636,2024-05-30T14:46:34Z,5,0,"Cool location, near the city center, very nice and cozy room, very friendly personnel, tasty breakfast. I am sure i will come again",Cool Location,NONE,2024-05-31,Chris29w2000,Vienna,,,,,Value,5.0,Rooms,5.0,Location,5.0,Cleanliness,5.0,Service,5.0,Sleep Quality,5.0
1058816082,23643711,2026-05-03T11:34:22Z,5,0,"What a surprise to find this venue.  Near all the old town location with such unrealized history.  Rooms are nice, facility is clean and well maintained.",Central Europe is a cool place to visit,Business,2026-01-31,johnsL8695XS,"Amherst, New Hampshire",,,,,,,,,,,,,,,,
1055109917,23643711,2026-04-02T10:48:48Z,1,0,"At check out no invoice was issued in either paper or digital form, despite numerous requests made both at the reception and by phone during the following ten hours. This behavior is unacceptable, and even more so if you are travelling for business where the invoice is an essential part of the work. Avoid this hotel.",No invoice,Business,2026-04-30,840rosariol,"Milan, Lombardy",Owner response,"Dear Rosario,

Thank you for sharing your feedback.

We are sorry to hear about your dissatisfaction; however, we would like to clarify that the situation described does not reflect what occurred.

On April 2nd, a paper invoice was prepared for you in the morning at the time of check-out. As it was not collected, and in line with the National e-Invoicing System (KSeF) introduced in Poland on April 1st, the invoice was sent electronically later that same day in the afternoon as part of the required daily submission process.

We understand how important invoices are for business travel, which is why we ensured it was issued in accordance with current regulations. We regret that this has led to a misunderstanding.

Kind regards,
Justyna Lewkowicz
General Manager",Justyna Lewkowicz,2026-04-03T09:22:17Z,Value,4.0,Rooms,3.0,Location,4.0,Cleanliness,4.0,Service,1.0,Sleep Quality,1.0
1019028526,23643711,2025-07-17T05:14:47Z,5,0,"We stayed at this hotel on the recommendation of our tour guide and it did not disappoint. This hotel had all modern conveniences needed, a delicious buffet breakfast, comfortable rooms, and friendly staff. We had breakfast here each morning and cocktails in the evening before heading out to dinner. It is very close to many restaurants and interesting sights. There is space in the lobby to both eat and also just to gather to talk with family and friends. I have to eat gluten free meals and there were gluten free options available at breakfast. I highly recommend this hotel.",Highly Recommended Hotel,Family,2025-07-31,jenc746,"Malvern, Pennsylvania",,,,,Value,5.0,Rooms,5.0,Location,5.0,Cleanliness,5.0,Service,5.0,Sleep Quality,5.0
965092656,23643711,2024-08-16T07:32:09Z,4,0,"Recently opened hotel on a side street close to the city center, very quiet location.
The spotlessly clean  rooms in a pleasant design feature a sofa. The breakfast is OK and is served in the entrance hall, could become crowded at busy times. There is also a children's corners to keep the little ones occupied.","modern, quiet, central",Solo travel,2024-07-31,riehen,"Bern, Bern Mittelland District, Canton of Bern",,,,,Value,4.0,Rooms,4.0,Location,4.0,Cleanliness,5.0,Service,4.0,Sleep Quality,4.0
959324612,23643711,2024-07-13T11:08:03Z,4,0,"Remarkably good experience. It may be on the newer side or recently renovated— the facility was immaculate and staff pleasant. We both slept very well in the queen bed. The room is not large but comfortably arranged with a banquette and a small desk. Nice shower also. The hotel is situated on something of a cul-de-sac and so our room was quiet even though it overlooked the street. The breakfast was quite impressive and such an excellent value! Besides typical fare, it offered excellent and delicious fresh products (including very good fresh salads, one with beets and goat cheese, another with chicken, tomatoes, cucumber), crunchy pickles, eggs, sausages, delicious blintzes, and an excellent assortment of fresh breads. Overall, an excellent value.",Well situated and great value,Couples,2024-07-31,BiConti,,,,,,,,,,,,,,,,,
902400535,21356073,2023-07-12T06:05:36Z,5,0,"The hotel manager n staff are super helpful. They helped us to check cross border transportation. Also the car key is out of battery n they helped us to fix it. 

The hotel manger’s name is Joanna. She and her team members are all very helpful. They deserve good comment for their service.",Good service of hotel manager and hotel staff,Friends getaway,2023-07-31,puifongl2022,,Owner response,Dear Pui fong Lm thank you so much for sharing your opinion with TA community. I am very happy to learn that Joanna  and the rest of our staff made your stay so satisfactory. It's good to know you have found our personnel helpful and professional. I do hope you will visit us again in the future. All the best!,Sebastian Pruchniak,2023-07-14T06:05:19Z,,,,,,,,,,,,
878635952,21356073,2023-02-14T05:38:46Z,1,0,"The hotel only uses air conditioning to heat the rooms, which is very noisy and even at a temperature of 0 degrees outside does not warm the room at all. In addition, there is no soundproofing in the rooms, you will hear absolutely any rustle. Because of what we were forced to move out after 2 hours in the room and look for a new hotel. It was not possible to stay overnight in this hotel. The reaction of the hotel management to the designation of problems did not lead to any results. Worst hotel in my life.",Worst hotel in my life,Couples,2023-02-28,vagez,"Volma, Minsk Region",,,,,,,,,,,,,,,,
862377352,21356073,2022-09-28T18:17:09Z,4,0,"Comfortable and new facilities. The worst, it is very far from the restaurants and shopping area. The food menu in the restaurant is limited, although the breakfasts are very good and varied. Clean and equipped bathrooms.","Cozy, quiet and cheap",Business,2022-09-30,241joaqu_nr,"Province of Cordoba, Andalucia",,,,,Value,5.0,Service,4.0,Sleep Quality,5.0,,,,,,
1014214098,23247934,2025-06-22T10:32:06Z,5,0,"I recently had to attend a conference in Bialystok, but my university told me to keep in budget (spoilsports!). The suggested accommodation for the conference (several local hotels) were a bit pricey when I just needed somewhere to sleep, so I decided to try the Hostel Bialystok Centrum. My wife was a little worried by some reviews online, but I have slept in some pretty horrendous places, so decided to take my chance... I'm glad I did.

Arriving at Bialystok's recently modernised station (I remember it from 20 years ago, and it was grim... now it looks a lot better), I asked a taxi if he could take me to the hostel. He moaned that he would have to return all around a ring road and it wasn't worth his time for the trip. I asked how far it was and it was a pretty direct 15 minute walk, nothing complicated, ""Just head for the big church!"".

The entrance to the hostel is through a series of doors, requiring codes (which had been provided), and I managed to arrive before the receptionist finished work (10pm). The interior was clean and friendly looking. The lady welcomed me, showed me the room and the bathrooms (not en suite), the communal microwave and the kettle.

The bathrooms were clean and modern, which was a big relief. The nearest to me were 2 rooms which had a shower and toilet, and one room with a toilet. The shower was easy to use and had decent power and hot water. 

My double-bed room was small but perfectly fine for my needs. Even for two people, there was enough room (unless you are going to be dancing or doing acrobatics all over the place).

I ventured out for something to eat and found I was only ten minutes' walk from the rather nice city centre- plenty of pubs and fast food places, considering the hour.

Next morning, there was a knock at my door and the lady brought me breakfast (a surprise, as I thought I would be eating in some kind of dining room). Breakfast was basic- scrambled eggs, a hot-dog style sausage (parówka) and a plate full of freshly cut tomatoes, cucumber, salami and bread. I've eaten in a few hostels and hotels and this was quite a good breakfast for the price. Oh, and the lady asked whether I wanted tea or coffee (natural or instant), which she later delivered to the door.

I later asked for directions to the university, where the conference was, and the lady explained how to get there. It turned out to be the same road I'd walked the night before.

So, 3 nights (3-6 June) and no complaints. The staff were friendly and happy to help, and tolerant of my shoddy Polish.  All in all, a very pleasant surprise. 

The hostel also has traditional dorm style rooms with bunks.

Cost: 510 zlotych (around 120 pounds sterling,  $137, 120 euro).

Basic, clean, friendly, convenient and hot scrambled eggs. RECOMMEND.",A pleasant surprise,Business,2025-06-30,trevh709,World,,,,,Value,4.0,Rooms,4.0,Location,5.0,Cleanliness,4.0,Service,4.0,Sleep Quality,4.0
874130511,23247934,2023-01-06T08:38:25Z,4,0,"Advantages:
Location is good it is near of the train station.
Personnel allowed me to leave my bag in the hostel while I was waiting for my train.
Staff is friendly and polite.

Disadvantages:
There is no elevator and the hostel is at the 5th floor. And nobody from staff helps with lifting heavy travel cases upstairs.
There is a kitchen at the hostel floor. However guests are not allowed to use it. Very weird",Overall good for this price,Solo travel,2023-01-31,OlegC58,"Cherevki, Minsk Region",,,,,,,,,,,,,,,,
864989893,23247934,2022-10-18T05:25:56Z,4,0,"It was very clean and tidy. Good location. Complementary tea or coffee in the morning.
The drawbacks for us were very uncomfortable, lumpy pillows, slow WiFi which barely worked in the room (but worked in the hallway just fine) and they had run out of liquid soap in the bathrooms.",Cheap stay in the centre of the city,NONE,2022-08-31,IrenaAneri,"Klaipeda, Klaipeda County",,,,,Location,5.0,Service,5.0,Sleep Quality,4.0,,,,,,
1025981613,641571,2025-08-22T00:42:45Z,5,0,"What a lovely and very different hotel. Stayed 3 days, 2 nights. This a hotel that takes you back to the 1940s, in a nice way. The rooms are big, furnished well and everything has the look and feel of a bygone era. A nice change to the modern style of hotels today. 

Hotel was spotless. Very clean. Staff super friendly. And the town square just a five minute walk away. 

Breakfast was lovely, good variety and quality choices. 

Bathrooms have showers and baths and complimentary water provided. 

Overall, a lovely experience and one I would like to have again. Nice hotel for sure.",Olde worlde charm,Business,2025-08-31,D12345678900,"Bangor, County Down, Northern Ireland",,,,,,,,,,,,,,,,
902663359,641571,2023-07-13T06:42:38Z,5,0,I have no adverse criticism of this hotel.  I think it is charming.  It is the second time i have stayed there.  The staff are friendly and helpful.  Everything provided was good.  The breakfast in particular is a treat - lacking nothing.,Give it a try,Friends getaway,2023-06-30,dongordonturner,"Amersham, Buckinghamshire, England",,,,,Value,5.0,Location,5.0,Service,5.0,,,,,,
901352608,641571,2023-07-08T05:02:05Z,5,0,"Ahhh…I wanted charm and warmth of spirit…and I found both here.  This is my first time in Poland as a solo woman traveler, and I started in the perfect spot. 

The rooms are old style European, not modern and vanilla.  The staff smiles and they do everything in their power to help you,  whether fixing the cappuccino machine or explaining how things work in your room!  

The breakfast  is remarkable.  The chef makes all the cured meats and fish in his kitchen on site. The selection of cheese and pastries was truly beautiful.   After a long journey, arriving after midnight from Berlin, I feel I have found my oasis to rest, restore, and set forth again.  I recommend this hotel with total cheer!💜",The Old World Charm Of Poland Awaits You!,Solo travel,2023-07-31,shermarynl,"Lewes, Delaware",,,,,,,,,,,,,,,,
895821638,641571,2023-06-19T02:24:00Z,5,0,"Really great place, very friendly and helpful staff, great, delicious breakfast with a variety of local products. Nice city centre location approx 5min. I would say this is a great value for this money.!To ensure my stay was perfect, Really recommend!",Really great place,Solo travel,2023-06-30,dariuszw959,,,,,,,,,,,,,,,,,
869014297,641571,2022-11-19T14:09:40Z,4,0,"Hotel was clean with lovely crisp bed linen.
I had the double which was roomy and had a great shower
Sadly i didn't sample breakfast or the evening meals but they looked  good
Staff couldn't do enough for you!",Excellent,NONE,2022-11-30,TadeuszB114,"Cheltenham, Cotswolds, England",,,,,Value,4.0,Rooms,4.0,Service,5.0,,,,,,
949428500,11680364,2024-05-04T06:49:36Z,5,0,"This hotel is completely fabulous, and I very highly recommend it. I stayed in room 213, it was beautiful. The bed was so comfortable, the bathroom was stunning and the shower was the best of any hotel I have stayed in over the years. You really have everything you need. The room was pure luxury in the most luxurious way and style. I was very impressed!
The hotel is perfectly located and you couldn’t find a more perfect location. The breakfast was amazing and pure luxury as well as the service from the waiter on the 4th May. 
All the staff were so helpful and really looked after me. I especially need to mention Klaudia on reception. This lady is a complete asset to this hotel and so very kind and attentive to the guests. 
The only fault I can find with this hotel, is that I had to leave. Whenever I return to this city I will always book this fabulous hotel, it is completely perfect and a real jewel in this beautiful city! 
Thank you for a wonderful stay!",A fabulously perfect hotel,Friends getaway,2024-05-31,stevedes2015,"Leamington Spa, Warwickshire, England",,,,,,,,,,,,,,,,
948923851,11680364,2024-04-30T09:10:42Z,1,0,"""Worst hotel ever with terrible service. Just avoid. I travel a lot, however, it's the first time I've seen such awful attitude towards guests. By mistake, we made reservations twice through booking.com for the same guests and arrived two hours after reservation. The hotel refused to cancel one reservation, so we ended up paying twice. They said, 'It's your problem!' Moreover, they gave us a room with an entrance from stairs... I also need to mention that the beds are not comfortable, and there is a lot of noise if your window faces the pedestrian area, etc...""",Worst experience ever,Business,2024-04-30,409andreyt,"Vilnius, Vilnius County",,,,,Value,1.0,Rooms,1.0,Location,3.0,Cleanliness,2.0,Service,1.0,Sleep Quality,2.0
876628163,528501,2023-01-28T11:57:00Z,4,0,"Good hotel with quite big pool and in good location. You getting breakfast and pool in your booking price. Clean rooms with english interior. Big place for breakfast, special for kids showing movies in dining area. Plus there is a night club.",Good hotel,Couples,2023-01-31,alkante,"Karmelava, Kaunas County",,,,,,,,,,,,,,,,
700809700,528501,2019-08-19T15:31:11Z,5,1,Not a new building but looked after and maintained. We arrived late as a large group and were well fed at ten o clock at night.  Rooms big and comfortable with lcd tv and coffee/tea making options in the room. Clean bathroom. Good breakfast and pleasant staff.,Comfortable,Friends getaway,2019-08-31,sheltonhar,,,,,,,,,,,,,,,,,
684952097,528501,2019-06-28T09:08:16Z,4,0,"A lovely hotel, with good enough water zone including regular 25 m swimming pool. few saunas and kids pool.
Also checked a Kid's room - small but since there were not many visitors - it was ok for our kid.

Good enough service and breakfast, we liked it ;)","Nice hotel with a water zone, close to an old City part",Family,2019-06-30,Deniss2015l,"Riga, Riga Region",,,,,Location,5.0,Cleanliness,5.0,Service,5.0,,,,,,
1059205441,14040909,2026-05-06T10:32:23Z,5,0,"We really loved this perfect hotel. So stylish, clean and comfortable. Staff super friendly and helpful. Very comfortable bed and outstanding breakfast. Free bike hire. Close to train station [10 minutes walk]. Our room faced the railway but the sound of the trains was not at all loud.",Perfect hotel,Couples,2026-05-31,BogAsphodel,,,,,,Value,5.0,Rooms,5.0,Location,5.0,Cleanliness,5.0,Service,5.0,Sleep Quality,5.0
1058999116,14040909,2026-05-04T16:30:48Z,5,0,"Well-located making it a quiet stay but still close to everything and very walkable. Friendly staff, good breakfast, absolutely gorgeous and stylish hotel that I would love to stay at again.  Great bar as well.",Can't go wrong,Solo travel,2026-05-31,Jeplaine,,Owner response,"Dear Guest,
Thank you for your lovely review. We’re so pleased that you enjoyed our location, as well as the breakfast, bar, and overall design of the hotel. Your kind words about our friendly staff truly mean a lot to us.
We would be delighted to welcome you back again in the future!
Best regards,
Iwona/ Operations Manager",Iwona Nowicka,2026-05-05T04:46:08Z,Value,4.0,Rooms,5.0,Location,5.0,Cleanliness,5.0,Service,5.0,Sleep Quality,4.0
1058910402,14040909,2026-05-04T05:15:09Z,5,0,"A lovely hotel with everything you need  Beautiful rooms, lovely restaurants and helpful and friendly staff. Great location to see everything a short 20 min walk to the Old Town, 15 minutes We to the Jewish Quarter and 5 mins to the Wisla River. We would stay here again.",A lovely hotel,Friends getaway,2026-05-31,SamWhybrow1,,Owner response,"Dear Guest,
Thank you so much for your wonderful review. We’re delighted to hear that you enjoyed our rooms, restaurants, and the friendly, helpful service from our team. It’s great that our location made exploring the Old Town, Jewish Quarter, and the Vistula River so convenient for you. We truly appreciate your kind words and would be absolutely thrilled to welcome you back on your next visit.
Warm regards,
Iwona/ Operations Manager",Iwona Nowicka,2026-05-05T04:45:00Z,,,,,,,,,,,,
1058819237,321158,2026-05-03T11:59:38Z,4,0,Good location at the outskirt of the old town - way less busy streets but still close to everything. Friendly and helpful staff. Room was good size but the king size bed was actually 2 single beds put together and connected with a sheet. Also the window of the room was to the hotel lobby/restaurant area. Poor water pressure in the room. Pool area is not very good. Everything was rather small there. Breakfast was excellent - good variety and quality. Clean everywhere and quiet nights.,Good but a bit pricey hotel,Couples,2026-05-31,Liamola,"Helsinki, Uusimaa",Owner response,"Dear Liamola,

Thank you for sharing such a detailed review. We’re glad to hear that our location, the cleanliness of the hotel, the quiet atmosphere and the quality of breakfast all contributed positively to your stay. It’s also wonderful to know that our team made a good impression.

At the same time, we appreciate your comments regarding the bed setup, water pressure, pool area and the room orientation. Your feedback is very valuable to us, and we will review these points with our team.

We hope that, despite these inconveniences, your visit to Krakow was enjoyable, and we thank you once again for taking the time to share your thoughts.

Warm regards, 
The Sheraton Grand Krakow Team",Apostolos Papatolios,2026-05-04T08:48:36Z,Value,3.0,Rooms,3.0,Location,5.0,Cleanliness,5.0,Service,5.0,Sleep Quality,4.0
1057848768,321158,2026-04-25T13:32:31Z,5,0,"I switched to the Sheraton Grand Krakow at the last minute, a couple days before we were to arrive in Krakow so that I could get some more nights with Bonvoy. I loved the hotel and so did my parents.

We enjoyed the rooftop terrace on our first night, the sports bar on our second night, and the Italian restaurant on our third night. Overall, the food is good. A little pricey but good. The breakfast in the Italian restaurant each morning is wonderful. 

The staff are all very friendly especially the guy who greets everyone at the door. 

The location is right along the river and our room had gorgeous views both during the day and at night. 

I would happily stay here again.",Great Location,Family,2026-04-30,AineV28,,Owner response,"Dear Aine,

Thank you for sharing such a thoughtful review. We’re delighted that your last‑minute change brought you to us, and even more so that both you and your parents enjoyed your stay.

We’re glad the riverfront location and room views added to your visit, and it would be a pleasure to welcome you back whenever your travels bring you to Krakow again.

Warm regards, 
The Sheraton Grand Krakow Team",Apostolos Papatolios,2026-04-29T06:47:31Z,,,,,,,,,,,,
1057538793,321158,2026-04-22T16:19:16Z,5,0,Great location and beautiful properties stunning views from toproof  bar.. Very friendly stuff. Special bartender Szymon very accommodating and knowledgeable,Kraków,Friends getaway,2026-04-30,F7131AUannat,,Owner response,"Dear F7131AUannat,

Thank you for your kind feedback. We are delighted to hear that you enjoyed our excellent location, the views from the rooftop bar and the warm hospitality of our team. Your recognition of Szymon’s professionalism and knowledge is truly appreciated, and we will be sure to share your compliments with him.

Kind regards, 
The Sheraton Grand Krakow Team",Apostolos Papatolios,2026-04-24T08:33:38Z,Value,5.0,Rooms,5.0,Location,5.0,Cleanliness,5.0,Service,5.0,Sleep Quality,5.0
1057418563,321158,2026-04-21T15:56:30Z,5,0,"We stayed for a long weekend... the best things about this hotel are the staff, the location and the food.
The staff just cannot do enough to help  from check in, waiting and bar staff,managers and even the owner himself,  who was around each day checking everyone was happy.
Our biggest thanks to Maria,  who made  a sunny day on the roof terrace even more special and took such good care of us.
The rooms are comfortable,  a little tired in places ( curtains a little falling off, door chasing came off) but minor details..the view was worth any minor maintenance problem.
Free water, coffee pods and great toiletries. 
The food is plentiful and tasty
 Room service was super fast. All excellent prices .
The spa and gym are functional ( not the best,  nor the worst spa I have used) and the whole hotel is spotless. The place feels very relaxed and overall welll worth the cost. I very much hope tp return next time we visit Krakov","Wonderful location, fabulous staff, food and views",Couples,2026-04-30,J7945UHemmah,,Owner response,"Dear Emma,

Thank you very much for sharing such a thoughtful and detailed review. We are delighted to hear that our location, culinary offerings and, above all, our team contributed to making your long weekend so enjoyable. Your kind words for Maria and the rest of our colleagues are truly appreciated — we will be sure to pass them along.

We would be honoured to welcome you back on your next visit to Krakow.

Kind regards,
The Sheraton Grand Krakow Team",Apostolos Papatolios,2026-04-24T08:30:57Z,,,,,,,,,,,,
1057416428,321158,2026-04-21T15:36:43Z,5,0,"The service was amazing! I’ve been to this hotel twice in the last two months. The lounge had a great server. And the bartender is the Amina restaurant, Simon, makes this amazing cosmo!! It’s the best cosmo I’ve ever had! The staff was very accommodating, even when I wanted to order something from the sports bar. We had an engagement here and the food for lunch WAS TO DIE FOR! I’ve never had such great service as  I have here!!",Amazing staff.,Business,2026-04-30,Departure50788826637,,Owner response,"Dear Departure50788826637, 

Thank you for sharing such an exceptional review. We are truly delighted to hear that our team made both of your recent stays so memorable.

We are also honored that you chose our hotel for your engagement celebration, and thrilled that the lunch and overall service exceeded your expectations. Feedback like yours inspires us to continue delivering the highest level of hospitality every day.

Kind regards, 
The Sheraton Grand Krakow Team",Apostolos Papatolios,2026-04-24T08:28:39Z,,,,,,,,,,,,
1059018630,9884047,2026-05-04T22:00:47Z,5,0,"5 Stars, here’s why:
- clean room with comfortable beds and bathroom 
- location is perfect with the Galleria right across the street and train station. Old Town is also within walking distance
- breakfast was good for a fee. If your flight is early, they have pretzels to go at the lobby",Modern and Functional,Couples,2026-05-31,Michigan_stater,"East Lansing, Ingham County, Michigan",,,,,,,,,,,,,,,,
1058550947,9884047,2026-05-01T11:12:21Z,5,1,"Hotel is ideal regarding location and comfort. Room was bright with large bed and bathroom area with walk in shower. The controls for the shower were so easy to use and the toiletries were just fabulous. 
The room was serviced daily and towels changed daily. 
On arrival we were greeted by friendly welcoming staff in national dress. The fragrance throughout this hotel is just perfect and gave an expectation of cleanliness.
The location is ideal and the train station is adjacent to the huge shopping mall which is across the road from the hotel. Trams also serve this hotel well.
Drinks are expensive.
Lovely touch when we left of a gift of traditional pretzels.
Would recommend and would stay here again.",Great location for visiting Krakow,Friends getaway,2026-04-30,cla53,Scotland,,,,,,,,,,,,,,,,
1058220245,9884047,2026-04-28T16:35:01Z,4,0,Indeed hotel was clean and conveniently located.  Modern hotel.  My only issue is the overwhelming use of air freshener in the lobby and common areas which bothered my allergies. When I asked about it I was told it was their “signature aroma.”  If this isn’t a problem for you it’s a nice place to stay.,Signature Aroma. But otherwise fine,Solo travel,2026-04-30,Navigate67718498146,"Torrington, Connecticut",,,,,,,,,,,,,,,,
1058100012,9884047,2026-04-27T18:31:41Z,5,0,"My stay at the Mercure Hotel was fantastic. The location is excellent, the room was very clean and comfortable, and it had everything I needed. As soon as you stepped out of the elevator, the corridor had a pleasant fragrance, which created a very nice atmosphere.
The staff was extremely polite and welcoming. When I return to Krakow, I will definitely choose the same hotel again.","Clean, comfortable, and welcoming",Solo travel,2026-04-30,kledianaa2026,,,,,,Value,5.0,Rooms,5.0,Location,5.0,Cleanliness,5.0,Service,5.0,Sleep Quality,5.0
1057846108,9884047,2026-04-25T13:08:20Z,5,0,Stayed for 4 nights. Arrived and hour early and the room was ready. Very pleasant staff. We stayed in room 420. The bed was a little harder than we are used to but not enough to spoil our stay. Restaurant a little pricey but we either ate out or did an uber eats order. Breakfast had so many choices. Ideal spot for exploring,"Excellent hotel, couldn't have wished for a better one",Couples,2026-04-30,sharonhF6738EK,"Kent, England",,,,,,,,,,,,,,,,
1058552718,12393367,2026-05-01T11:27:26Z,5,0,"Excellent situation within walking distance of the square. 
Hotel facilities were excellent, including the swimming pool and jacuzzi. 
The rooms were excellent, spotlessly clean and tastefully decorated. 
Last but not least, the staff were courteous and attentive as well as extremely pleasant. 
Overall it was a great experience and I wouldn’t hesitate to return or recommend it to others.",Excellent,Family,2026-04-30,joanchapman3,"Middlesbrough, North Yorkshire, England",Owner response,"Dear Guest,

Thank you very much for your excellent review and perfect score.

I am truly pleased to read that you enjoyed our central location, the comfort and cleanliness of your room, as well as our SPA facilities. It is especially rewarding to know that the attentiveness and courtesy of our team contributed positively to your overall experience.

Your kind words and recommendation are sincerely appreciated, and I am delighted that your stay was such a great one.

We look forward to welcoming you back to Wyndham Grand Krakow in the future.

Warmest regards,
Błażej Żak
Guest Relations Manager",Błażej Żak,2026-05-04T03:06:18Z,,,,,,,,,,,,
1058534439,12393367,2026-05-01T08:53:30Z,5,0,"Stayed here for three nights and it ended up being exactly the kind of place you want for a city break. The location is hard to beat — right in the Old Town on Floriańska Street, so everything is within walking distance, but it still felt surprisingly calm once you were inside.

We had a Premium Suite which was properly spacious, not just “city hotel” spacious. Plenty of room to actually relax in the evenings rather than just sleep and go again the next day. The minibar was well stocked, bed was very comfortable, and the whole space felt clean, polished and easy to settle into.

The spa was a bit of a standout. Tucked away and really nicely done, and both times we went it was almost empty, which made it even better after long days walking the city. Exactly what you want when you’ve been out all day.

Nice touch with the prosecco on arrival, and the staff were consistently friendly and helpful without it ever feeling over the top.

We skipped breakfast as Krakow is far too good food-wise to stay in one place every morning, and I’d recommend doing the same — there’s so much to explore just outside the door.

Overall, it just made the whole trip feel easy. Would absolutely stay here again without hesitation.",Perfect LUXURY base for a Krakow city break,Couples,2026-04-30,heylolly,"Nottingham, Nottinghamshire, England",Owner response,"Dear Lauren,

Thank you very much for your detailed and thoughtful review, and for awarding us a perfect score.

I am delighted to read that your stay with us contributed so positively to your Kraków city break. It is great to know that the comfort and spaciousness of your Premium Suite, along with its amenities, allowed you to truly relax after exploring the city. I am also very pleased that you enjoyed the SPA area and appreciated the calm atmosphere it offers.

Your kind words about the welcome gesture and the friendliness of our team are sincerely appreciated, as is your overall impression of an easy and enjoyable stay in the heart of the Old Town.

Thank you once again for your recommendation. I would be very happy to welcome you back in the future.

Warmest regards,
Błażej Żak
Guest Relations Manager",Błażej Żak,2026-05-04T03:08:17Z,Value,5.0,Rooms,5.0,Location,5.0,Cleanliness,5.0,Service,5.0,Sleep Quality,5.0
